time,median_arousal,median_valence
2.0,0.07813333333333333,0.04446666666666667
2.4,0.09606666666666666,0.050466666666666674
2.8,0.11033333333333334,0.04853333333333333
3.2,0.12240000000000001,0.0442
3.6,0.13846666666666668,0.04086666666666666
4.0,0.1432,0.0346
4.4,0.16433333333333333,0.025866666666666677
4.8,0.1736666666666667,0.014133333333333331
5.2,0.17313333333333336,-0.0040000000000000036
5.6,0.17113333333333336,-0.018066666666666665
6.0,0.16846666666666665,-0.029466666666666672
6.4,0.1244,-0.04026666666666667
6.8,0.12053333333333333,-0.050333333333333334
7.2,0.11293333333333334,-0.056933333333333336
7.6,0.063,-0.062400000000000004
8.0,0.033933333333333336,-0.079
8.4,-0.0023333333333333296,-0.09593333333333334
8.8,-0.0528,-0.1114
9.28,-0.06540000000000001,-0.11333333333333334
9.68,-0.041133333333333334,-0.10493333333333335
10.08,-0.051866666666666665,-0.09386666666666668
10.48,-0.07700000000000001,-0.079
10.88,-0.0968,-0.0712
11.28,-0.1156,-0.06653333333333333
11.72,-0.12180000000000003,-0.06186666666666667
12.12,-0.12853333333333333,-0.057866666666666663
12.52,-0.13546666666666665,-0.053866666666666674
12.92,-0.1481333333333333,-0.048133333333333334
13.32,-0.163,-0.041666666666666664
13.72,-0.1774,-0.0358
14.12,-0.17553333333333335,-0.031
14.52,-0.14693333333333333,-0.027333333333333334
14.92,-0.11046666666666667,-0.024266666666666666
15.32,-0.07813333333333333,-0.020666666666666667
15.72,-0.06699999999999999,-0.016
16.12,-0.05846666666666667,-0.011933333333333334
16.52,-0.0416,-0.012733333333333334
16.96,-0.04666666666666667,-0.016133333333333333
17.36,-0.05366666666666668,-0.0208
17.76,-0.07026666666666667,-0.025466666666666665
18.16,-0.11773333333333333,-0.030933333333333334
18.56,-0.17146666666666666,-0.028533333333333334
18.96,-0.1842666666666667,-0.0252
19.36,-0.18866666666666665,-0.02606666666666667
19.76,-0.1462,-0.027133333333333336
20.16,-0.06926666666666667,-0.0262
20.56,-0.006999999999999996,-0.010933333333333335
20.96,0.025066666666666668,0.0063999999999999994
21.4,0.050333333333333334,0.023733333333333332
21.8,0.05873333333333333,0.041
22.2,0.039733333333333336,0.05673333333333334
22.6,0.014533333333333332,0.061666666666666675
23.0,-0.011533333333333333,0.059333333333333335
23.4,-0.038400000000000004,0.052066666666666664
23.8,-0.06406666666666667,0.0446
24.2,-0.07753333333333334,0.0378
24.6,-0.08433333333333333,0.0312
25.0,-0.0892,0.024866666666666665
25.4,-0.08886666666666666,0.018400000000000003
25.8,-0.08633333333333335,0.013533333333333331
26.2,-0.08206666666666668,0.008066666666666666
26.64,-0.0764,-0.0008000000000000004
27.04,-0.06293333333333335,-0.010999999999999998
27.44,-0.045000000000000005,-0.0228
27.84,0.00913333333333334,-0.030266666666666667
28.24,0.07093333333333335,-0.025733333333333334
28.64,0.13273333333333331,-0.019533333333333333
29.04,0.14966666666666667,-0.011333333333333334
29.44,0.14873333333333333,-0.002399999999999999
29.84,0.13473333333333334,0.0044666666666666665
30.24,0.09666666666666666,0.0086
30.64,0.048666666666666664,0.010066666666666666
31.04,-0.0007333333333333324,0.008933333333333331
31.44,-0.05073333333333333,0.0164
31.84,-0.09046666666666665,0.019799999999999998
32.24,-0.12639999999999998,0.023266666666666665
32.64,-0.1284,0.027
33.04,-0.1304,0.029800000000000004
33.44,-0.16546666666666665,0.025400000000000002
33.84,-0.20786666666666664,0.007933333333333334
34.24,-0.2517333333333333,-0.013866666666666663
34.64,-0.2924,-0.03586666666666667
35.04,-0.32313333333333333,-0.05546666666666667
35.44,-0.34226666666666666,-0.07366666666666667
35.84,-0.3569333333333333,-0.06226666666666667
36.24,-0.3676666666666667,-0.05026666666666666
36.64,-0.3732,-0.038266666666666664
37.04,-0.373,-0.026266666666666664
37.44,-0.3682666666666667,-0.014266666666666664
37.84,-0.34913333333333335,-0.0033999999999999994
38.24,-0.31566666666666665,0.0031999999999999997
38.64,-0.2794,0.004866666666666667
39.04,-0.24273333333333336,0.005
39.44,-0.20546666666666666,0.004733333333333333
39.84,-0.13893333333333335,0.0044
40.24,-0.03786666666666666,0.004666666666666666
40.64,0.04393333333333334,0.010933333333333331
41.04,0.07973333333333332,0.038733333333333335
41.44,0.07866666666666666,0.041400000000000006
41.84,0.0772,0.04433333333333334
42.24,0.07473333333333335,0.04766666666666667
42.64,0.06633333333333333,0.05073333333333334
43.04,0.017933333333333336,0.052199999999999996
43.44,0.015933333333333334,0.05293333333333333
43.84,0.04553333333333334,0.0536
44.24,0.06393333333333334,0.05426666666666667
44.64,0.053200000000000004,0.054933333333333334
45.04,0.024066666666666674,0.0552
45.44,0.022733333333333335,0.055466666666666664
45.84,0.060733333333333334,0.05613333333333333
46.24,0.0944,0.0568
46.64,0.09973333333333334,0.0574
47.04,0.10393333333333335,0.0552
47.48,0.10793333333333334,0.0514
47.88,0.11153333333333332,0.0474
48.28,0.11306666666666668,0.04366666666666666
48.68,0.11373333333333333,0.04033333333333333
49.12,0.11306666666666665,0.03673333333333334
49.52,0.11193333333333334,0.032733333333333337
49.92,0.10973333333333332,0.029199999999999997
50.32,0.10646666666666667,0.027733333333333332
50.72,0.09193333333333333,0.02706666666666667
51.12,0.08013333333333333,0.0264
51.52,0.07486666666666666,0.025733333333333334
51.92,0.07613333333333334,0.0252
52.32,0.10413333333333333,0.025933333333333336
52.72,0.14533333333333334,0.0344
53.12,0.18666666666666665,0.0504
53.52,0.21993333333333337,0.06726666666666667
53.92,0.189,0.0826
54.32,0.16813333333333333,0.08806666666666667
54.72,0.16686666666666666,0.09206666666666667
55.12,0.16620000000000001,0.0922
55.52,0.1194,0.0812
55.92,0.108,0.060733333333333334
56.32,0.10373333333333333,0.032266666666666666
56.72,0.09906666666666666,0.017666666666666667
57.16,0.09406666666666666,0.0086
57.56,0.0882,0.005266666666666667
57.96,0.0744,0.0014666666666666673
58.36,0.030333333333333334,-0.0033333333333333327
58.76,-0.009133333333333332,-0.0106
59.16,-0.0446,-0.016733333333333333
59.56,-0.07906666666666666,-0.019666666666666666
59.96,-0.0604,-0.021666666666666667
60.36,-0.005000000000000003,-0.012933333333333335
60.76,0.0035999999999999964,-0.002
61.16,-0.0148,-0.002666666666666667
61.56,0.0052,-0.0046
61.96,0.053799999999999994,-0.006533333333333334
62.36,0.016200000000000006,-0.0054666666666666665
62.76,-0.03179999999999999,-0.0038666666666666667
63.16,-0.12079999999999999,-0.005333333333333334
63.56,-0.16693333333333332,-0.016733333333333336
63.96,-0.17686666666666667,-0.043133333333333336
64.36,-0.194,-0.0478
64.76,-0.2552,-0.05246666666666667
65.96,-0.3075333333333333,-0.05713333333333333
66.36,-0.2990666666666667,-0.061533333333333336
66.76,-0.28026666666666666,-0.0616
67.16,-0.30306666666666665,-0.057866666666666663
67.56,-0.3307333333333333,-0.05853333333333334
67.96,-0.3170666666666666,-0.062266666666666665
68.36,-0.2612,-0.04473333333333333
68.76,-0.18733333333333335,-0.03200000000000001
69.16,-0.1426,-0.03613333333333334
69.56,-0.1324,-0.04133333333333334
69.96,-0.14013333333333336,-0.0472
70.36,-0.13626666666666667,-0.05266666666666667
70.76,-0.1214,-0.056666666666666664
71.16,-0.10033333333333333,-0.07353333333333334
71.56,-0.095,-0.08546666666666666
71.96,-0.09473333333333334,-0.08380000000000001
72.36,-0.07440000000000001,-0.06966666666666667
72.76,-0.008333333333333331,-0.06246666666666668
73.16,0.049933333333333337,-0.05546666666666667
73.56,0.07300000000000001,-0.050533333333333326
73.96,0.07020000000000001,-0.03866666666666667
74.36,0.0648,-0.013999999999999999
74.76,0.05826666666666667,0.009799999999999996
75.16,0.051133333333333336,0.024000000000000004
75.56,0.0442,0.03533333333333334
75.96,0.03986666666666667,0.04393333333333334
76.36,0.06520000000000001,0.046533333333333336
76.76,0.08926666666666666,0.0478
77.16,0.11399999999999999,0.04846666666666667
77.56,0.13933333333333334,0.049199999999999994
77.96,0.15533333333333332,0.05133333333333333
78.36,0.16066666666666665,0.05393333333333333
78.76,0.1646,0.0592
79.16,0.16813333333333336,0.06706666666666668
79.56,0.17099999999999999,0.07653333333333334
79.96,0.1736666666666667,0.08686666666666668
80.36,0.17693333333333333,0.09946666666666668
80.76,0.17946666666666666,0.1116
81.16,0.18046666666666666,0.12226666666666668
81.56,0.18053333333333332,0.12266666666666666
81.96,0.18113333333333334,0.11966666666666666
82.36,0.18799999999999997,0.1182
82.76,0.19766666666666666,0.1182
83.16,0.2082,0.1182
83.56,0.2178,0.11873333333333333
83.96,0.22646666666666665,0.1192
84.36,0.2350666666666667,0.12086666666666665
84.76,0.24073333333333335,0.12286666666666667
85.16,0.24193333333333333,0.12400000000000001
85.56,0.2394666666666667,0.12406666666666667
85.96,0.2364666666666667,0.12040000000000001
86.36,0.23506666666666667,0.11199999999999999
86.76,0.23373333333333332,0.10146666666666666
87.16,0.2380666666666667,0.08946666666666667
87.56,0.2562666666666667,0.07713333333333333
87.96,0.2591333333333333,0.0642
88.36,0.26846666666666663,0.05093333333333333
89.6,0.3030666666666667,0.0388
90.0,0.3210666666666667,0.03326666666666667
90.4,0.3556,0.030866666666666667
90.8,0.3622666666666667,0.030533333333333336
91.2,0.36660000000000004,0.031133333333333332
91.6,0.36573333333333335,0.03093333333333334
92.0,0.3626666666666667,0.03093333333333333
92.4,0.3589333333333333,0.0296
92.8,0.35406666666666664,0.027600000000000006
93.2,0.3480666666666667,0.025466666666666665
93.6,0.3418,0.022800000000000008
94.0,0.33566666666666667,0.020266666666666662
94.4,0.3299333333333333,0.017666666666666657
94.8,0.33266666666666667,0.01626666666666665
95.2,0.31593333333333334,0.02319999999999999
95.6,0.3065333333333333,0.03599999999999999
96.0,0.29733333333333334,0.052866666666666666
96.4,0.27466666666666667,0.07086666666666666
96.8,0.24,0.08886666666666668
