time,FM1 _x,FM2 _x,FM3 _x,FF1 _x,FF2 _x,FF3_x,FM1 _y,FM2 _y,FM3 _y,FF1 _y,FF2 _y,FF3_y
3.36,0.11653333333333334,0.024666666666666667,0.26280000000000003,0.11320000000000001,0.3798666666666667,0.08973333333333333,0.2708,0.18760000000000002,0.32813333333333333,0.3064,0.19773333333333334,0.11533333333333334
3.76,0.1212,0.028799999999999996,0.26666666666666666,0.1212,0.3589333333333334,0.09319999999999999,0.2813333333333333,0.1956,0.32613333333333333,0.31173333333333336,0.21440000000000003,0.1264
4.16,0.12413333333333335,0.03893333333333334,0.25653333333333334,0.1290666666666667,0.2908,0.09453333333333334,0.28973333333333334,0.19986666666666666,0.3158666666666667,0.3177333333333333,0.24413333333333337,0.13853333333333334
4.56,0.12333333333333334,0.05226666666666666,0.24373333333333336,0.13573333333333332,0.22386666666666666,0.09359999999999999,0.2956,0.2,0.3074666666666667,0.32306666666666667,0.26799999999999996,0.14973333333333333
4.96,0.11813333333333333,0.0656,0.2368,0.14133333333333334,0.22213333333333332,0.07440000000000001,0.298,0.2,0.3056,0.3284,0.2716,0.16026666666666667
5.36,0.112,0.09253333333333333,0.23333333333333334,0.14333333333333334,0.2676,0.054933333333333334,0.3012,0.20693333333333336,0.3086666666666667,0.3522666666666667,0.2786666666666667,0.18453333333333333
5.76,0.10546666666666667,0.13146666666666665,0.22786666666666666,0.14466666666666667,0.30093333333333333,0.06706666666666666,0.33080000000000004,0.23093333333333332,0.3234666666666666,0.40213333333333334,0.3036,0.25066666666666665
6.16,0.10213333333333334,0.1696,0.2252,0.146,0.324,0.08453333333333334,0.38066666666666665,0.264,0.3462666666666667,0.46373333333333333,0.33453333333333335,0.3312
6.56,0.10200000000000001,0.20533333333333334,0.23253333333333334,0.14733333333333332,0.37346666666666667,0.10186666666666667,0.4373333333333333,0.30093333333333333,0.37759999999999994,0.5294666666666666,0.3652,0.40786666666666666
7.0,0.102,0.2372,0.258,0.14866666666666667,0.46853333333333336,0.11920000000000001,0.49599999999999994,0.3372,0.42306666666666665,0.5958666666666667,0.40573333333333333,0.4766666666666667
7.4,0.10253333333333334,0.26159999999999994,0.2977333333333333,0.15,0.5648,0.13693333333333332,0.5546666666666666,0.3682666666666667,0.4709333333333333,0.6621333333333332,0.42546666666666666,0.5401333333333334
7.8,0.10733333333333334,0.28559999999999997,0.33813333333333334,0.15,0.6165333333333334,0.16373333333333334,0.6133333333333333,0.3916,0.5072,0.7288,0.45013333333333333,0.5961333333333333
8.2,0.1148,0.3046666666666667,0.36573333333333335,0.15,0.6114666666666667,0.19466666666666665,0.6725333333333333,0.4169333333333333,0.5233333333333333,0.7892,0.4572,0.6466666666666666
8.6,0.12413333333333335,0.29733333333333334,0.3753333333333333,0.15,0.5673333333333334,0.212,0.7217333333333333,0.42919999999999997,0.5030666666666667,0.8174666666666666,0.44346666666666673,0.6570666666666667
9.0,0.13213333333333332,0.288,0.3696,0.15,0.5138666666666667,0.20400000000000001,0.7438666666666667,0.42386666666666667,0.4521333333333333,0.8270666666666667,0.42146666666666666,0.6353333333333333
9.4,0.13520000000000001,0.2802666666666667,0.3585333333333333,0.15,0.43346666666666667,0.196,0.7537333333333334,0.4106666666666666,0.3914666666666667,0.83,0.3969333333333333,0.6025333333333333
9.84,0.13786666666666667,0.2750666666666667,0.33626666666666666,0.15,0.31079999999999997,0.188,0.7548,0.39466666666666667,0.33013333333333333,0.83,0.38306666666666667,0.5625333333333334
10.24,0.14053333333333334,0.27133333333333337,0.30893333333333334,0.15,0.18133333333333332,0.1804,0.7498666666666666,0.3822666666666667,0.2688,0.83,0.37933333333333336,0.5206666666666666
10.64,0.1432,0.2726666666666667,0.27253333333333335,0.15,0.09333333333333334,0.17386666666666667,0.7442666666666666,0.37666666666666665,0.2088,0.8278666666666668,0.39239999999999997,0.48146666666666665
11.04,0.14679999999999999,0.2773333333333333,0.2270666666666667,0.1492,0.07093333333333333,0.17306666666666667,0.7374666666666667,0.3742666666666667,0.15733333333333333,0.8224,0.4056,0.4472
11.44,0.15146666666666667,0.28826666666666667,0.1884,0.14786666666666667,0.09693333333333333,0.1744,0.7290666666666666,0.3684,0.1212,0.8157333333333333,0.4093333333333333,0.41400000000000003
11.84,0.15680000000000002,0.30200000000000005,0.16093333333333334,0.14653333333333335,0.11599999999999999,0.17573333333333332,0.718,0.364,0.1112,0.8082666666666667,0.4053333333333334,0.3804
12.32,0.16213333333333332,0.31053333333333333,0.14093333333333333,0.14493333333333336,0.10533333333333332,0.17706666666666665,0.706,0.36346666666666666,0.10106666666666665,0.7786666666666666,0.3812,0.3474666666666667
12.72,0.1656,0.31853333333333333,0.12079999999999998,0.14226666666666665,0.1228,0.17946666666666666,0.6954666666666666,0.3648,0.08600000000000001,0.7213333333333334,0.34,0.3216
13.12,0.16826666666666668,0.32533333333333336,0.09866666666666667,0.1396,0.178,0.186,0.6917333333333334,0.3661333333333333,0.06866666666666667,0.6552,0.29106666666666664,0.3029333333333334
13.52,0.17093333333333333,0.3282666666666667,0.07213333333333334,0.13653333333333334,0.23413333333333336,0.19293333333333332,0.6891999999999999,0.3674666666666667,0.05573333333333333,0.5857333333333334,0.24693333333333334,0.2888
13.92,0.17333333333333337,0.3250666666666667,0.0504,0.13266666666666665,0.2552,0.1996,0.6801333333333333,0.36733333333333335,0.045733333333333334,0.5149333333333334,0.23,0.27453333333333335
14.32,0.17400000000000002,0.3197333333333333,0.03613333333333333,0.13,0.2388,0.20626666666666668,0.6622666666666667,0.35946666666666666,0.04,0.4477333333333333,0.22213333333333332,0.2629333333333333
14.72,0.17266666666666666,0.3142666666666667,0.032266666666666666,0.1264,0.20533333333333334,0.2129333333333333,0.6416,0.3428,0.03986666666666667,0.38133333333333336,0.21493333333333334,0.25333333333333335
15.16,0.17133333333333337,0.30866666666666664,0.03573333333333333,0.12240000000000002,0.17933333333333332,0.2196,0.6202666666666666,0.3254666666666667,0.04306666666666667,0.32306666666666667,0.23706666666666665,0.24666666666666667
15.56,0.17,0.30333333333333334,0.039733333333333336,0.11933333333333335,0.16346666666666668,0.2262666666666667,0.5901333333333333,0.30906666666666666,0.053733333333333334,0.29760000000000003,0.27773333333333333,0.24359999999999998
