time,FM1 _x,FM2 _x,FM3 _x,FF1 _x,FF2 _x,FF3_x,FM1 _y,FM2 _y,FM3 _y,FF1 _y,FF2 _y,FF3_y
2.0,0.06,0.06346666666666666,0.29760000000000003,0.05733333333333333,0.0041333333333333335,0.04493333333333333,0.25920000000000004,0.15,0.23693333333333333,0.26613333333333333,0.029466666666666665,0.14933333333333332
2.4,0.06853333333333333,0.07946666666666667,0.3141333333333333,0.072,0.011333333333333332,0.05093333333333334,0.2792,0.15,0.2429333333333333,0.2765333333333333,0.0388,0.16933333333333334
2.8,0.07519999999999999,0.09546666666666667,0.30240000000000006,0.08440000000000002,0.017066666666666667,0.054933333333333334,0.2912,0.15,0.22333333333333333,0.28253333333333336,0.05213333333333334,0.17986666666666667
3.2,0.08013333333333335,0.11160000000000002,0.2784,0.09226666666666668,0.0216,0.056666666666666664,0.3028,0.15,0.1892,0.2866666666666667,0.06613333333333334,0.18346666666666667
3.6,0.0828,0.12213333333333333,0.2514666666666667,0.09746666666666667,0.0312,0.05813333333333333,0.30666666666666664,0.15,0.15213333333333334,0.2882666666666666,0.07693333333333334,0.18613333333333332
4.0,0.0864,0.12853333333333333,0.22293333333333337,0.09973333333333334,0.04186666666666667,0.06426666666666665,0.3021333333333333,0.1492,0.14373333333333332,0.28959999999999997,0.08773333333333333,0.18653333333333333
4.4,0.0916,0.14253333333333335,0.20026666666666665,0.10120000000000001,0.052533333333333335,0.07306666666666665,0.29773333333333335,0.14786666666666667,0.15866666666666668,0.2928,0.09866666666666667,0.19213333333333332
4.8,0.09733333333333333,0.16253333333333334,0.20186666666666667,0.10493333333333335,0.06213333333333333,0.08360000000000001,0.32066666666666666,0.14653333333333335,0.17213333333333333,0.31146666666666667,0.10933333333333332,0.21666666666666667
5.2,0.11520000000000001,0.18253333333333335,0.2056,0.10893333333333333,0.06946666666666668,0.09426666666666667,0.3446666666666667,0.1452,0.19039999999999999,0.3596,0.12306666666666667,0.242
5.6,0.13706666666666667,0.20253333333333332,0.21666666666666667,0.11293333333333334,0.0776,0.10493333333333334,0.3692,0.14386666666666664,0.22186666666666663,0.41373333333333334,0.1364,0.26733333333333337
6.0,0.15786666666666666,0.2217333333333333,0.23986666666666664,0.11693333333333335,0.08533333333333334,0.1156,0.39453333333333335,0.14346666666666666,0.2710666666666667,0.4666666666666667,0.14573333333333333,0.28959999999999997
6.4,0.17279999999999998,0.2353333333333333,0.2614666666666667,0.12093333333333334,0.08546666666666666,0.12626666666666667,0.42373333333333335,0.1564,0.33,0.5137333333333334,0.15133333333333332,0.3109333333333333
