time,FM1 _x,FM2 _x,FM3 _x,FF1 _x,FF2 _x,FF3_x,FM1 _y,FM2 _y,FM3 _y,FF1 _y,FF2 _y,FF3_y
2.0,-0.11373333333333333,0.12786666666666666,-0.09373333333333334,0.02426666666666667,0.16733333333333333,0.05693333333333334,0.0,0.12546666666666667,0.17573333333333332,0.15626666666666666,0.10906666666666666,0.0552
2.4,-0.17346666666666666,0.14386666666666667,-0.11013333333333336,0.05893333333333333,0.16626666666666665,0.06773333333333334,0.0,0.13653333333333334,0.15986666666666666,0.19466666666666665,0.13546666666666668,0.0592
2.8,-0.26039999999999996,0.162,-0.11920000000000001,0.0952,0.16533333333333333,0.0784,0.0,0.14720000000000003,0.13853333333333334,0.23026666666666665,0.14880000000000002,0.06253333333333334
3.2,-0.3581333333333333,0.18173333333333333,-0.1270666666666667,0.13533333333333333,0.1716,0.0876,0.0010666666666666667,0.15693333333333334,0.11,0.2553333333333333,0.15586666666666668,0.06079999999999999
3.6,-0.45640000000000003,0.19666666666666666,-0.13373333333333334,0.17666666666666667,0.1624,0.0928,0.0028000000000000004,0.16626666666666667,0.07013333333333333,0.2670666666666667,0.1624,0.052000000000000005
4.0,-0.5066666666666667,0.2132,-0.13920000000000002,0.2177333333333333,0.1524,0.0972,0.007333333333333334,0.17560000000000003,0.029333333333333336,0.2750666666666666,0.1668,0.042
4.4,-0.5434666666666667,0.2301333333333333,-0.1432,0.2557333333333333,0.14880000000000002,0.1,0.0232,0.18493333333333334,0.008266666666666669,0.2804,0.16146666666666665,0.03253333333333334
4.8,-0.5644,0.24373333333333336,-0.14386666666666667,0.27293333333333336,0.13746666666666665,0.10226666666666667,0.04173333333333333,0.19306666666666666,0.013733333333333334,0.2788,0.1456,0.0244
5.2,-0.5831999999999999,0.25453333333333333,-0.14373333333333335,0.2786666666666667,0.12359999999999999,0.104,0.06306666666666667,0.19933333333333333,0.02146666666666667,0.26866666666666666,0.12680000000000002,0.0164
5.6,-0.608,0.26466666666666666,-0.1484,0.2786666666666667,0.1156,0.10640000000000001,0.08306666666666668,0.2,0.028133333333333337,0.2542666666666667,0.11293333333333334,0.0084
6.0,-0.6138666666666667,0.2717333333333334,-0.15839999999999999,0.27706666666666663,0.09146666666666665,0.10493333333333334,0.10266666666666667,0.19906666666666667,0.0336,0.24093333333333333,0.10186666666666666,0.0004000000000000001
6.4,-0.6002666666666667,0.2784,-0.16866666666666666,0.27440000000000003,0.07666666666666666,0.10239999999999999,0.12066666666666667,0.19773333333333334,0.04013333333333333,0.22813333333333333,0.08026666666666667,-0.007066666666666667
6.8,-0.5752,0.27986666666666665,-0.17453333333333332,0.2717333333333334,0.05653333333333334,0.09866666666666667,0.13693333333333335,0.19640000000000002,0.04786666666666666,0.2174666666666667,0.05333333333333334,-0.014400000000000001
7.2,-0.5689333333333334,0.27453333333333335,-0.17853333333333332,0.27,0.0316,0.09066666666666666,0.1441333333333333,0.19506666666666667,0.05586666666666666,0.20679999999999998,0.028133333333333333,-0.0168
7.6,-0.5852,0.27093333333333336,-0.1772,0.2686666666666667,0.015866666666666664,0.08266666666666667,0.14386666666666667,0.1936,0.058800000000000005,0.19746666666666668,0.003466666666666667,-0.015466666666666665
8.04,-0.61,0.27,-0.16560000000000002,0.26733333333333337,0.008133333333333331,0.07626666666666666,0.13893333333333333,0.19093333333333334,0.056799999999999996,0.19013333333333332,-0.0228,-0.014
