time,FM1 _x,FM2 _x,FM3 _x,FF1 _x,FF2 _x,FF3_x,FM1 _y,FM2 _y,FM3 _y,FF1 _y,FF2 _y,FF3_y
2.28,0.05026666666666667,0.11279999999999998,0.10453333333333333,-0.07,0.09426666666666667,0.020133333333333333,0.20026666666666668,0.20853333333333332,0.194,0.1484,0.3106666666666667,0.016266666666666665
2.68,0.04266666666666667,0.11693333333333333,0.10319999999999999,-0.0768,0.059466666666666675,0.028666666666666667,0.22053333333333336,0.21,0.1808,0.16226666666666667,0.3477333333333333,0.03146666666666667
3.08,0.001999999999999998,0.11893333333333334,0.1004,-0.08106666666666666,0.03093333333333333,0.03733333333333333,0.22893333333333332,0.21,0.16746666666666668,0.16373333333333334,0.3688,0.04613333333333333
3.48,-0.05213333333333334,0.12,0.08226666666666667,-0.08573333333333333,0.02546666666666667,0.044,0.23,0.20946666666666666,0.154,0.15,0.37546666666666667,0.05946666666666667
3.88,-0.10333333333333333,0.12,0.04786666666666667,-0.0916,0.041999999999999996,0.04986666666666667,0.2248,0.20706666666666665,0.14133333333333334,0.13653333333333337,0.3716,0.07226666666666666
4.28,-0.15186666666666668,0.12,0.012533333333333336,-0.09573333333333332,0.0692,0.0528,0.19733333333333333,0.2032,0.13720000000000002,0.1232,0.35973333333333335,0.08333333333333333
4.68,-0.21573333333333333,0.11866666666666664,-0.01853333333333333,-0.0984,0.10746666666666667,0.053200000000000004,0.1696,0.1992,0.1228,0.10986666666666667,0.34773333333333334,0.09053333333333334
5.08,-0.28040000000000004,0.11413333333333334,-0.041333333333333326,-0.10106666666666667,0.1464,0.052399999999999995,0.14293333333333333,0.19519999999999998,0.10306666666666667,0.09653333333333335,0.33573333333333333,0.09266666666666666
5.48,-0.30506666666666665,0.11226666666666667,-0.05066666666666667,-0.104,0.1902666666666667,0.056,0.12373333333333335,0.1912,0.0864,0.08320000000000001,0.3237333333333334,0.09266666666666667
5.88,-0.2918666666666666,0.11173333333333332,-0.057999999999999996,-0.108,0.23826666666666663,0.06,0.10773333333333333,0.18719999999999998,0.0704,0.07066666666666667,0.3117333333333333,0.09666666666666666
6.28,-0.24306666666666668,0.11466666666666667,-0.06026666666666666,-0.112,0.27799999999999997,0.064,0.09173333333333335,0.18373333333333333,0.054400000000000004,0.0688,0.3025333333333334,0.10200000000000001
6.68,-0.17173333333333332,0.11866666666666664,-0.051866666666666665,-0.11426666666666667,0.3005333333333333,0.06799999999999999,0.07573333333333333,0.18359999999999999,0.03706666666666667,0.07,0.3072,0.10733333333333334
7.08,-0.0984,0.12386666666666668,-0.036,-0.11653333333333331,0.31293333333333334,0.0724,0.07773333333333333,0.18546666666666667,0.021066666666666668,0.07,0.31773333333333337,0.11133333333333333
7.48,-0.024666666666666667,0.13253333333333334,-0.013866666666666664,-0.11919999999999999,0.3249333333333333,0.07813333333333333,0.0908,0.1892,0.012,0.07,0.3288,0.11653333333333334
7.88,0.06053333333333335,0.1509333333333333,0.02,-0.12293333333333334,0.3365333333333333,0.0848,0.10146666666666666,0.19319999999999998,0.023733333333333332,0.07,0.3414666666666667,0.12266666666666666
8.28,0.13693333333333332,0.1704,0.03853333333333333,-0.1270666666666667,0.3405333333333333,0.08919999999999999,0.11040000000000001,0.1972,0.03813333333333333,0.07,0.3548,0.12866666666666668
8.68,0.18493333333333334,0.18266666666666667,0.04933333333333333,-0.1364,0.33746666666666664,0.09,0.11186666666666666,0.2012,0.0528,0.0708,0.3688,0.13453333333333337
9.08,0.23853333333333335,0.19240000000000002,0.045733333333333334,-0.14573333333333333,0.3308,0.09,0.1144,0.20520000000000002,0.06746666666666667,0.07653333333333334,0.3870666666666666,0.1364
9.48,0.26213333333333333,0.1990666666666667,0.03933333333333333,-0.15506666666666669,0.32413333333333333,0.09,0.1184,0.208,0.08213333333333332,0.0872,0.3997333333333333,0.13746666666666668
9.88,0.28226666666666667,0.20520000000000002,0.03986666666666666,-0.16413333333333335,0.32053333333333334,0.09,0.1224,0.21066666666666667,0.09613333333333333,0.10346666666666667,0.39493333333333336,0.13813333333333333
10.28,0.30226666666666663,0.21080000000000002,0.03346666666666667,-0.17213333333333333,0.32693333333333335,0.09,0.1264,0.2129333333333333,0.10906666666666666,0.1252,0.3796,0.1392
10.68,0.31880000000000003,0.21106666666666668,0.018533333333333332,-0.17973333333333333,0.33493333333333336,0.09,0.13266666666666665,0.21426666666666666,0.11493333333333335,0.14906666666666665,0.35986666666666667,0.13986666666666667
11.08,0.32,0.20706666666666665,-0.0028000000000000013,-0.1864,0.346,0.09,0.1406666666666667,0.21559999999999999,0.11946666666666665,0.17479999999999998,0.33853333333333335,0.13986666666666667
11.48,0.32,0.20653333333333335,-0.015333333333333336,-0.19,0.36160000000000003,0.09,0.14813333333333334,0.21693333333333334,0.12,0.20146666666666668,0.3172,0.13853333333333334
11.88,0.32,0.2092,-0.013333333333333334,-0.19,0.37960000000000005,0.09,0.15613333333333335,0.2182666666666667,0.12106666666666667,0.2248,0.29186666666666666,0.13733333333333334
12.28,0.32,0.21186666666666665,-0.0017333333333333326,-0.19,0.40013333333333334,0.09,0.16160000000000002,0.2196,0.12373333333333335,0.24373333333333336,0.25986666666666663,0.13733333333333336
12.68,0.32,0.21453333333333333,0.011600000000000001,-0.19,0.4224,0.09,0.16693333333333332,0.22,0.12706666666666666,0.2566666666666667,0.23266666666666672,0.13826666666666668
13.08,0.32,0.21719999999999998,0.0292,-0.1912,0.438,0.09106666666666667,0.17133333333333334,0.22,0.13333333333333333,0.26426666666666665,0.2148,0.1396
13.48,0.32,0.21986666666666665,0.0492,-0.19253333333333333,0.4473333333333333,0.0924,0.1746666666666667,0.22,0.14,0.26826666666666665,0.20333333333333334,0.14
13.88,0.3212,0.22253333333333336,0.07173333333333334,-0.1938666666666667,0.45599999999999996,0.09373333333333334,0.17506666666666668,0.2208,0.14666666666666667,0.2697333333333333,0.19373333333333334,0.14
