time,FM1 _x,FM2 _x,FM3 _x,FF1 _x,FF2 _x,FF3_x,FM1 _y,FM2 _y,FM3 _y,FF1 _y,FF2 _y,FF3_y
2.0,0.0312,0.16786666666666666,-0.023066666666666666,0.1250666666666667,0.21533333333333332,0.0296,0.0632,0.07426666666666668,0.07493333333333334,0.016533333333333334,0.162,0.027866666666666665
2.4,0.045200000000000004,0.19493333333333335,-0.04306666666666667,0.13040000000000002,0.21226666666666666,0.04106666666666667,0.07519999999999999,0.0864,0.056266666666666666,0.024533333333333334,0.1608,0.035866666666666665
2.8,0.05986666666666667,0.22293333333333337,-0.054933333333333334,0.13560000000000003,0.21906666666666666,0.053066666666666665,0.0832,0.1008,0.03786666666666667,0.03253333333333333,0.16093333333333334,0.04253333333333333
3.2,0.07773333333333333,0.24733333333333335,-0.066,0.1386666666666667,0.2312,0.06506666666666666,0.0912,0.1168,0.02786666666666667,0.04053333333333333,0.16213333333333332,0.048799999999999996
3.6,0.09906666666666666,0.2516,-0.07800000000000001,0.1408,0.2457333333333334,0.07573333333333333,0.09920000000000001,0.12866666666666665,0.0156,0.047733333333333336,0.18,0.0532
4.0,0.11906666666666667,0.22733333333333333,-0.09133333333333334,0.1408,0.2637333333333334,0.08706666666666667,0.10493333333333334,0.13453333333333334,0.0014666666666666671,0.054400000000000004,0.20253333333333332,0.05360000000000001
4.4,0.12853333333333333,0.18506666666666668,-0.10200000000000001,0.13893333333333333,0.28173333333333334,0.09319999999999999,0.10826666666666668,0.13853333333333331,-0.008666666666666666,0.061066666666666665,0.22906666666666667,0.054400000000000004
4.84,0.13853333333333331,0.1410666666666667,-0.1032,0.13626666666666667,0.2956,0.096,0.11,0.14253333333333332,-0.011999999999999999,0.08186666666666666,0.2589333333333333,0.05893333333333333
5.24,0.14853333333333335,0.09600000000000002,-0.1,0.13360000000000002,0.3065333333333334,0.09866666666666667,0.11,0.14600000000000002,-0.006666666666666667,0.1032,0.2904,0.066
5.64,0.15666666666666668,0.049600000000000005,-0.10146666666666668,0.13093333333333335,0.3110666666666667,0.10133333333333333,0.11,0.14386666666666664,0.0,0.12466666666666666,0.31626666666666664,0.074
6.04,0.17093333333333333,0.0034666666666666648,-0.10813333333333333,0.12826666666666667,0.31079999999999997,0.10400000000000001,0.11,0.12960000000000002,0.005733333333333333,0.14826666666666669,0.34159999999999996,0.08080000000000001
6.44,0.18106666666666668,-0.0336,-0.11253333333333335,0.1248,0.3028,0.10786666666666667,0.11,0.11359999999999999,0.011333333333333332,0.17226666666666668,0.3676,0.08733333333333333
6.84,0.19039999999999999,-0.05973333333333334,-0.11599999999999999,0.12213333333333333,0.28653333333333336,0.11026666666666667,0.11,0.09653333333333332,0.019333333333333334,0.19626666666666667,0.3917333333333333,0.09226666666666666
7.24,0.19973333333333335,-0.07146666666666666,-0.12533333333333332,0.12,0.26666666666666666,0.11026666666666667,0.11133333333333333,0.07919999999999999,0.0264,0.22013333333333335,0.4126666666666667,0.0968
7.64,0.20240000000000002,-0.08053333333333333,-0.1424,0.12,0.24533333333333338,0.10959999999999999,0.11266666666666668,0.061866666666666674,0.03173333333333333,0.23253333333333331,0.42679999999999996,0.10053333333333334
8.04,0.17506666666666668,-0.08960000000000001,-0.16533333333333333,0.12,0.22319999999999998,0.10786666666666667,0.114,0.044533333333333334,0.03613333333333333,0.23573333333333332,0.42933333333333334,0.10186666666666666
8.44,0.10986666666666667,-0.09893333333333333,-0.19,0.12,0.20106666666666667,0.10266666666666667,0.11533333333333332,0.0296,0.040266666666666666,0.23839999999999997,0.42306666666666665,0.10173333333333333
