time,FM1 _x,FM2 _x,FM3 _x,FF1 _x,FF2 _x,FF3_x,FM1 _y,FM2 _y,FM3 _y,FF1 _y,FF2 _y,FF3_y
2.0,0.019866666666666668,0.17213333333333333,0.015066666666666666,-0.028399999999999998,0.0652,0.025066666666666664,0.07200000000000001,0.22266666666666665,0.08746666666666666,0.22693333333333332,0.08413333333333332,0.12279999999999999
2.44,0.035333333333333335,0.20306666666666667,0.013066666666666666,-0.036533333333333334,0.08293333333333333,0.037066666666666664,0.108,0.26039999999999996,0.09786666666666667,0.26360000000000006,0.09040000000000001,0.152
2.84,0.051333333333333335,0.21800000000000003,0.025333333333333333,-0.04266666666666667,0.1056,0.049733333333333324,0.14400000000000002,0.296,0.10186666666666666,0.2830666666666667,0.10106666666666667,0.18106666666666665
3.24,0.0696,0.23946666666666663,0.041999999999999996,-0.04626666666666667,0.12960000000000002,0.06306666666666667,0.18,0.32653333333333334,0.11053333333333334,0.2904,0.1168,0.20786666666666667
3.64,0.0892,0.2664,0.05959999999999999,-0.046933333333333334,0.1536,0.07546666666666665,0.21533333333333332,0.3566666666666667,0.13133333333333333,0.29840000000000005,0.1424,0.23040000000000002
4.04,0.11053333333333334,0.29359999999999997,0.07533333333333334,-0.04386666666666667,0.1794666666666667,0.08453333333333334,0.25000000000000006,0.38666666666666666,0.16093333333333334,0.3064,0.17306666666666667,0.24186666666666667
4.44,0.12946666666666667,0.31026666666666664,0.0948,-0.038,0.19480000000000003,0.08866666666666666,0.27013333333333334,0.416,0.20626666666666668,0.31439999999999996,0.2028,0.25293333333333334
4.84,0.14,0.3194666666666666,0.11973333333333334,-0.030133333333333335,0.2056,0.08786666666666666,0.27,0.44093333333333334,0.25266666666666665,0.3217333333333333,0.2288,0.26493333333333335
5.24,0.1472,0.3222666666666667,0.15693333333333334,-0.022133333333333335,0.21559999999999999,0.08653333333333334,0.27,0.458,0.29893333333333333,0.32666666666666666,0.2502666666666667,0.2768
5.64,0.15280000000000002,0.32466666666666666,0.18266666666666667,-0.014133333333333335,0.22373333333333334,0.08520000000000001,0.27,0.46693333333333337,0.34426666666666667,0.33320000000000005,0.2656,0.2874666666666667
6.04,0.15973333333333334,0.3258666666666667,0.1968,-0.006133333333333333,0.23226666666666665,0.0852,0.27,0.46653333333333336,0.38666666666666666,0.33866666666666667,0.2872,0.2966666666666667
6.44,0.16853333333333334,0.31306666666666666,0.20853333333333335,-0.002133333333333333,0.24026666666666666,0.0852,0.27,0.46573333333333333,0.41213333333333335,0.34400000000000003,0.3085333333333333,0.30160000000000003
6.84,0.17893333333333333,0.2966666666666667,0.21266666666666667,-0.002133333333333333,0.24786666666666665,0.08600000000000001,0.26680000000000004,0.4644000000000001,0.41866666666666663,0.3492,0.31960000000000005,0.3024
7.24,0.19066666666666668,0.28480000000000005,0.21133333333333332,-0.0068000000000000005,0.2522666666666667,0.08826666666666667,0.25893333333333335,0.4630666666666666,0.40733333333333327,0.35133333333333333,0.328,0.3021333333333333
7.64,0.20093333333333332,0.27840000000000004,0.20400000000000001,-0.0168,0.25573333333333337,0.09226666666666666,0.24693333333333334,0.4617333333333334,0.3846666666666667,0.3526666666666667,0.3368,0.29973333333333335
8.04,0.20986666666666667,0.2776,0.1908,-0.028800000000000003,0.25560000000000005,0.09506666666666666,0.23493333333333336,0.4626666666666666,0.3573333333333333,0.3548,0.3436,0.2970666666666667
8.44,0.20786666666666667,0.28013333333333335,0.1744,-0.0408,0.25293333333333334,0.09653333333333333,0.22293333333333332,0.4653333333333333,0.3284,0.3528,0.3468,0.29253333333333337
8.88,0.20133333333333334,0.28,0.1536,-0.0528,0.24946666666666667,0.09613333333333333,0.21093333333333333,0.4679999999999999,0.29719999999999996,0.34800000000000003,0.34373333333333334,0.28040000000000004
9.28,0.19186666666666669,0.28053333333333336,0.12733333333333335,-0.06426666666666665,0.24546666666666667,0.09613333333333333,0.19893333333333332,0.47,0.2689333333333333,0.34266666666666673,0.328,0.2644
9.68,0.17853333333333332,0.2802666666666667,0.09653333333333333,-0.07333333333333333,0.24146666666666666,0.09733333333333333,0.18813333333333332,0.47,0.24973333333333328,0.3373333333333333,0.3112,0.2524
10.08,0.16119999999999998,0.28,0.06586666666666666,-0.08013333333333333,0.2374666666666667,0.09813333333333334,0.18053333333333332,0.47,0.22893333333333335,0.3334666666666667,0.2969333333333333,0.24053333333333332
10.48,0.1452,0.28,0.03746666666666667,-0.08453333333333334,0.23346666666666668,0.09933333333333333,0.18,0.46879999999999994,0.20373333333333335,0.33199999999999996,0.2868,0.22946666666666668
10.88,0.13026666666666667,0.28,0.012133333333333333,-0.08813333333333334,0.2301333333333333,0.10226666666666667,0.18,0.4674666666666667,0.1784,0.33066666666666666,0.2838666666666667,0.2188
11.28,0.12026666666666666,0.28,-0.011866666666666666,-0.09240000000000001,0.2310666666666667,0.10679999999999999,0.18,0.46613333333333334,0.1532,0.33,0.2969333333333334,0.2076
11.68,0.12,0.2793333333333334,-0.03373333333333333,-0.09799999999999999,0.23479999999999998,0.11373333333333335,0.18,0.46426666666666666,0.12866666666666665,0.33,0.31679999999999997,0.19920000000000002
12.08,0.12106666666666664,0.27973333333333333,-0.050133333333333335,-0.10453333333333333,0.2401333333333333,0.1212,0.18,0.4602666666666667,0.10386666666666666,0.33,0.33813333333333334,0.19813333333333336
12.48,0.1244,0.28240000000000004,-0.06066666666666667,-0.10866666666666668,0.24546666666666667,0.1270666666666667,0.18,0.45586666666666664,0.09786666666666667,0.33,0.35946666666666666,0.19599999999999998
12.88,0.13040000000000002,0.28853333333333336,-0.054666666666666676,-0.108,0.2508,0.13146666666666668,0.18,0.4505333333333334,0.10786666666666667,0.33093333333333336,0.3808,0.1936
13.28,0.1384,0.29986666666666667,-0.03373333333333334,-0.08773333333333333,0.2561333333333333,0.13360000000000002,0.18,0.45280000000000004,0.1332,0.3505333333333333,0.40053333333333335,0.19226666666666667
13.68,0.1464,0.31266666666666665,-0.006133333333333335,-0.05759999999999999,0.26253333333333334,0.1332,0.18,0.4652,0.17053333333333334,0.3888,0.4106666666666667,0.21373333333333336
14.08,0.1532,0.3218666666666667,0.026933333333333333,-0.024266666666666662,0.27386666666666665,0.1332,0.18,0.4804,0.21586666666666668,0.4297333333333333,0.41173333333333334,0.24533333333333332
14.48,0.1585333333333333,0.3272,0.0612,0.01026666666666667,0.28906666666666664,0.13266666666666665,0.1809333333333333,0.4981333333333333,0.2658666666666667,0.4721333333333334,0.4024,0.2692
14.88,0.16373333333333334,0.33346666666666663,0.09586666666666666,0.0472,0.3042666666666667,0.12986666666666666,0.18226666666666666,0.5186666666666666,0.31333333333333335,0.5194666666666666,0.3930666666666666,0.29159999999999997
15.28,0.16613333333333333,0.3372,0.1292,0.08373333333333334,0.31893333333333335,0.12586666666666668,0.18359999999999999,0.5372,0.3346666666666666,0.5661333333333334,0.38239999999999996,0.3121333333333333
15.68,0.16506666666666667,0.3414666666666667,0.14186666666666667,0.11960000000000001,0.33360000000000006,0.12173333333333335,0.18493333333333334,0.5522666666666667,0.3304,0.6114666666666667,0.3706666666666667,0.33080000000000004
16.08,0.15613333333333335,0.33680000000000004,0.118,0.1452,0.3482666666666666,0.1204,0.18626666666666666,0.5616,0.3110666666666667,0.6510666666666667,0.35879999999999995,0.3498666666666667
16.48,0.14679999999999999,0.3105333333333334,0.0848,0.1584,0.3628,0.11919999999999999,0.18760000000000002,0.5564,0.2845333333333333,0.6626666666666667,0.3509333333333333,0.3548
