median_arousal,median_valence
0.39808548762131457,0.9036029068938607
0.549709754355604,1.054306802265973
0.6795697722763596,1.1534424030564772
0.8050769404344084,1.2472433526833673
0.9099080722195988,1.3072581782740307
0.9450936078014798,1.320594806183068
0.9465445577223822,1.321483914710337
0.9026533226150876,1.1694463565473208
0.7546564306830534,1.064531550329567
0.5783660152934246,0.9773989146571955
0.5196025434968815,0.8969345929393424
0.4894953326381586,0.8729286627030769
0.4641037090223688,0.8769296510757877
0.4535843220958273,0.8738177712303459
0.4691820337455266,0.8667049030121927
0.5170633811353024,0.8182484882760266
0.5732876905702667,0.8169148254851232
0.6226199878809443,0.8355861045577747
0.6625211107057579,0.8729286627030769
0.6799325097565854,0.8644821316940202
0.6621583732255321,0.7857960270307052
0.639305911971321,0.812469282848778
0.5896108771804176,0.9031583526302266
0.5167006436550772,0.911604883639282
0.4659173964234965,0.9222741859665112
0.43109459832184194,0.9271642828664918
0.40606571218627674,0.9227187402301461
0.427467223519586,0.8280286820759869
0.2602452451355961,0.6666554843766456
0.1434437765029617,0.6266456006495362
0.12566963997190841,0.6026396704132705
0.09483695415273448,0.5915258138224067
0.050945719045439826,0.5866357169224268
0.012495546141529383,0.6079743215768852
-0.0542481502199764,0.5955268021951176
-0.13658955823118146,0.593304030876945
-0.23452867789208637,0.574632751804294
-0.32811494779028444,0.5177298060590718
-0.4021133937563009,0.4514912207775235
-0.45108295358675343,0.460382306050215
-0.4978760885358524,0.39592193782320506
-0.5446692234849515,0.3194586044780625
-0.5914623584340505,0.23943883702384355
-0.6378927559029243,0.15319530987874125
-0.6810585160497673,0.09673691839715322
-0.7195086889536785,0.06695178273363893
-0.7539687495751078,0.027831007533798267
-0.7942326098801464,-0.0001759110751783054
-0.8373983700269895,-0.011289767666042201
-0.8606135687614266,-0.020180852938732948
-0.8743975930099981,-0.020180852938732948
-0.8595253563207497,-0.005510562238792864
-0.8091048465693947,0.021162693579280117
-0.7202341639141294,0.05672703467004375
-0.5729627469425461,0.1443042246060505
-0.39776054399359456,0.271002189741897
-0.13477587083005377,0.40303480604135816
0.2743920068643935,0.536845639395357
0.39881096258176546,0.6382040115040342
0.4278299609998112,0.6408713370858415
0.3882915756552241,0.6488733138312636
0.3520178276326665,0.6577643991039548
0.32372430417507164,0.6644327130584731
0.3215478792937183,0.6733237983311638
0.33895927834454587,0.6786584494947785
0.3523805651128923,0.6782138952311437
0.32807715393777864,0.6644327130584731
0.30050910544063475,0.634647577394958
0.3124794422880787,0.5750773060679287
0.14743388878544286,0.510172383577284
0.16448255035604462,0.4439337982957365
0.2098247353842417,0.377250658750554
0.23594183396048302,0.350577402932481
0.23449088403958057,0.2536645734601496
0.23231445915822715,0.23543784865113268
0.22397149711303913,0.20387449593307982
0.1630316004351427,0.1727556974786611
0.12893427729393858,0.1327458137515518
0.17282551240123317,0.19942895329673407
0.16411981287581945,0.2812269378054914
0.13183617713574303,0.2727804067964348
0.08794494202844888,0.24121705407838193
