median_arousal,median_valence
0.28231177812451486,-0.7516468949274765
0.16817379918207825,-0.6906578920191564
0.0033567948404907566,-0.6641163814942396
-0.1420699736962042,-0.6584692515953207
-0.2874967422328992,-0.6488691307671596
-0.3857699827895146,-0.5923978317779739
-0.40163472117533583,-0.48171408575917046
-0.3822444853704427,-0.36538320984144906
-0.32231102924622945,-0.2422757780450254
-0.22359710151223003,-0.1869339050356232
-0.10417087644118694,-0.13610973594535652
0.02142496911323145,-0.0852855668550897
0.17698754272975717,-0.04349680560309284
0.3100750702997021,-0.030508406835580596
0.38190708021328196,-0.028814267865904988
0.42773854666120925,-0.03163783281536394
0.5396730897167265,-0.024296563946769604
0.7776441655040456,-0.007919887239906144
0.9552410979897665,-0.02542598992655389
1.0200221130652034,-0.05817934334028081
1.03985303604748,-0.09827396562260289
0.9702244620208202,-0.14853342172297757
0.8256790678388928,-0.19935759081324425
0.6551331301913141,-0.25639360279232204
0.4934009360914137,-0.31230018879161464
0.4916381873818785,-0.3518300980840446
0.5123504847189226,-0.3755480436595024
0.49560437197833374,-0.38288931252809677
0.4237723620647539,-0.3586066539627468
0.33827904965227346,-0.3247238745692357
0.24353130651472996,-0.2829351133172388
0.14261394289381107,-0.29309994713529214
0.04037451774074045,-0.3580419409728547
-0.016914815319169912,-0.41677209192160797
-0.031898179350222974,-0.4579961401837127
0.001153358953571378,-0.45404314925447026
0.06505299967423997,-0.44557245440609244
0.12410508144368625,-0.3840187385078802
0.1686144863594624,-0.280111548367779
0.2624808551422383,-0.1728160802883275
0.387195326341889,-0.06665003818865861
0.45770527472331646,0.012409780396200557
0.6432345764019483,0.07622234825397961
0.7573725553443849,0.1389054901319753
0.6793709249474302,0.1874708072626752
0.5066215514129321,0.2044121969594308
0.27437940893160423,0.19876506706051209
-0.03983054854313356,0.19537678912116085
-0.3139379728759347,0.19537678912116085
-0.5536717973727897,0.19537678912116085
-0.7925242475148765,0.19537678912116085
-1.0547331180583117,0.1710941305558109
-1.2922635066682469,0.053069115668413956
-1.4791148698790306,-0.09996810459227849
-1.5716591771296549,-0.26655843661037454
-1.576506736080878,-0.434842907598147
-1.3839264395641033,-0.556256200424896
-1.0551738052356954,-0.5545620614552196
-0.6638435917187704,-0.5545620614552196
-0.21213923490024816,-0.5602091913541383
0.2404464962730423,-0.5692445991924082
0.682455735189118,-0.6855754751101297
0.966258277424365,-0.8115064718560127
1.1204987895087382,-0.898472272299358
1.0112083695175251,-0.9188019399354647
0.7895427192934115,-0.8098123328863377
0.5273338487499764,-0.6810577711909951
0.2391244347408905,-0.5556914874350037
-0.02925405628591935,-0.43597233357793036
-0.27471681408876564,-0.31738260570064125
-0.4655343618960045,-0.24001692608545766
-0.5880453972087359,-0.1276390410969787
-0.5928929561599587,0.01749219730522726
-0.47522947979845104,0.1925532241717019
-0.2694285679601586,0.35575527825044695
-0.05922078434802666,0.40149703043168694
0.111325153299552,0.3275196287558546
0.2214969476455333,0.20497690994932213
0.1672924248273106,0.06775165340560181
-0.06759384071832077,-0.010743452189365097
-0.30468354215087223,-0.024861276936661746
-0.5170947616499236,-0.044626231582876305
-0.7224549863108325,-0.060438195299848445
-0.880661682991661,-0.07342659406736081
