median_arousal,median_valence
-0.6270304560695319,0.9072957710478585
-0.24823835478943948,1.1272501869076337
0.15864214383133873,1.2773448669125749
0.5125559503239684,1.4315896302356252
0.7276328213897845,1.623185143421656
0.7894272955392908,1.7815799900628149
0.7067671547938474,1.8977823229698658
0.5976236679843288,1.865965017531031
0.2902563485134059,1.5962096018539478
-0.03316148372362339,1.2932535196319923
-0.2113221754273962,0.9626302152893119
-0.20570449595925883,0.8429694796171694
-0.18082620117179582,0.7959352020119347
-0.09415343223482416,0.7821015909515718
0.01258247765977769,0.8014686464360796
0.21241136159779309,0.8485029240413152
0.5510771809626221,0.7696513409972449
0.831158628731166,0.5130378558275074
0.8889404746891463,0.30484200936903955
0.8985707823488099,0.4701536615403809
0.9178313976681366,0.6361569942647395
0.9443147437322107,0.768267979891209
0.9836385000091699,0.9398047570397126
0.9860460769240861,1.0988912842338894
0.9716006154345906,1.1168749786123613
0.9772182949027283,1.1009663258929439
1.0045041666051069,0.9861473540919289
1.0069117435200226,0.7495926049597176
0.9435122180939062,0.8028520075421167
0.8544318722420189,0.8180689797085154
0.7645490007518277,0.8249857852386975
0.6417625780911184,0.88032022948015
0.4483538992595462,0.9695470208194927
0.22444924617237233,0.9916807985160747
-0.013900868404296721,0.9979059234932371
-0.22817521383180694,0.9557134097591299
-0.37985255947150537,0.8153022574964437
-0.48979857191932996,0.6513739664311393
-0.5299248538345936,0.5434718001603063
-0.4809707898979708,0.565605577856887
-0.3541717390457368,0.6292401887345574
-0.16076306021416328,0.713625216202774
0.07036432361775802,0.8076937714132431
0.09363756712861099,0.9107541738129498
0.09444009276691652,1.0055144095764375
0.08882241329877916,1.070532381560145
0.09363756712861199,1.0995829647869078
0.11931838755438087,1.0767575065373087
0.14499920798014942,1.0373317150152734
0.23809218202356164,0.9958308818341827
0.3424205150032489,0.9273545070853847
0.4371185403232725,0.8512696462533873
0.5253963605368532,0.7779515076334628
0.6104640781972135,0.7246921050510639
0.6433676293677297,0.6928747996122291
0.6690484497934996,0.6901080774001561
0.6706535010701097,0.694258160718265
0.6521954113890875,0.6852663135290287
0.5960186167077173,0.6548323691962298
0.531816565643295,0.5649138973038695
0.432303386493441,0.4321112311243816
0.27982351521543675,0.2730247039302048
0.08641483638386324,0.11047977397093663
-0.09977111170296152,-0.04860675322324023
-0.2843520085131772,-0.203543197099308
-0.31645303404538766,-0.3211288911123961
-0.34855405957759944,-0.39237198807326595
-0.38226013638642126,-0.4096640018987204
-0.4231889439399905,-0.4034388769215569
-0.451277341280675,-0.3965220713913761
-0.46171017457864416,-0.39513871028533903
-0.48578594372780265,-0.38822190475515805
-0.5515930460688363,-0.3785383770129031
-0.7072830199000606,-0.36747148816461317
-0.48257584117458124,-0.35502123821028536
-0.2530535086192713,-0.3342708216197405
-0.07409029127719263,-0.29968679396883274
0.023015310957746886,-0.25956932189377907
0.03665824680893619,-0.21461008594759895
0.023015310957746886,-0.17310925276650924
-0.021123599149044138,-0.1385252251156015
-0.08051049638363451,-0.10670791967676571
-0.19767923957620656,-0.0901075864043298
-0.3084277776623357,-0.10324951691167529
-0.418373790110159,-0.12607497516127456
-0.5628284050051097,-0.15581723894105595
-0.7289512121343033,-0.1952430304630911
-0.8878512885187492,-0.2388189053032342
-0.9416205062852036,-0.35847964097537677
-0.959276070327919,-0.4165808074289024
-0.969708903625888,-0.44563139065566515
-0.8396997502204322,-0.31628712724126856
-0.6519087508569962,-0.13645018345654697
-0.4544874438338968,0.017794579866503287
-0.2907722136196191,0.15474732936409927
-0.22175500872536505,0.2875499955435863
-0.24101562404469207,0.3975272034734739
-0.2795368546833454,0.42796114780627253
-0.32367576479013505,0.4127441756398738
-0.3878778158545586,0.3774684674359474
-0.4593025976637283,0.3297425092776944
-0.49862635394068744,0.28132487056642264
-0.5098617128769611,0.23290723185515122
-0.5002314052172978,0.13468859332657276
-0.49461372574916046,-0.05344851709436769
-0.5106642385152667,-0.06174868373058557
-0.48979857191932863,-0.0472233921172042
-0.4344243028762642,-0.025089614420622307
-0.3782475081948953,0.0772791074260648
-0.3341085980881043,0.2847832733315131
-0.3052176751091143,0.42796114780627253
-0.3148479827687776,0.4473282032907815
-0.24663330351282808,0.44248643941965404
-0.15996053457585743,0.40928577287478224
-0.10458626553279302,0.36985998135274706
-0.05803977851108641,0.39960224513252846
-0.020321073510738277,0.6147148971211762
0.04067087500046216,0.6347736331587036
0.047893605745209906,0.6140232165681587
0.06233906723470474,0.5953478416366684
0.1803103360655813,0.6250901054164487
0.39618973276970193,0.6686659802565926
0.5486696040477071,0.7150085773088098
0.6313297447931505,0.757201091042917
0.707569680432152,0.7945518409058988
0.7509060649006372,0.7897100770347714
0.7420782828792797,0.7537426882778266
0.5727453731968647,0.6804245496579021
0.39618973276970326,0.546238522372378
0.21883156670423498,0.40651905066271016
0.05190623393673688,0.30968377324016705
-0.07088018872397119,0.2259904263249701
