median_arousal,median_valence
0.4192237050704371,0.5125308537801735
0.45309721146999554,0.7375589739670529
0.3494148266643899,0.893639084265023
0.36797161712675686,1.139124306287073
0.3747463184066685,1.317176859296894
0.35942960246947653,1.2345907815178705
0.3349817674158821,1.0815413529732585
0.3008137087867621,0.90197345908676
0.26428923232115076,0.7216478947619202
0.4424933312057858,0.6989177816117303
0.6442616084553318,0.6761876684615404
0.7718027238554096,0.6496692031196527
0.8578119748873325,0.6383041465445578
0.907591301683206,0.6383041465445578
0.960905255233816,0.6405771578595756
1.0056771941271456,0.6625496005714265
1.039845252756266,0.7443780079121101
1.069889580171527,0.8277217561294724
1.0890354750930167,0.9133385156618549
1.0837335349609114,1.01183567264601
1.0610530132846852,1.1103328296301662
1.008917268652321,1.2088299866143226
0.9367519724097827,1.301265780091761
0.960905255233816,1.3414223133237626
0.9880040603534629,1.295962087023383
0.9962515227811817,1.177007828204057
0.9791674934666215,1.0133510135226889
0.9476504049035539,0.8368138013895483
0.926148092145573,0.6489115326813125
0.91701697302917,0.45419023002802006
0.904351227158031,0.25643824562136847
0.6834370549869955,0.06247461340641475
0.4631119872750827,-0.05572197497457233
0.2578090832708002,-0.1716455520405406
0.20626244309755848,-0.3269679919001715
0.15648311630168546,-0.37470122951557017
0.10729289396493505,-0.3724282182005512
0.02010543401476608,-0.4292535010760258
-0.0753294883631208,-0.41410009230923295
-0.17223717188881485,-0.4345571941444027
-0.27326858662836856,-0.4838057726364814
-0.37047082238362417,-0.533054351128559
-0.47415320718923026,-0.5913949748807126
-0.581664770979134,-0.6595853143312821
-0.6662012608632502,-0.7232296311518136
-0.715391483200001,-0.7861162775340063
-0.7424902883196478,-0.8527912761078945
-0.764876257766313,-0.8959784910932552
-0.7854949138356093,-0.9027975250383122
-0.8037571520684152,-0.8952208206549164
-0.8158337934804316,-0.8808250823264624
-0.824670360367273,-0.8633986622446507
-0.8120046144961336,-0.8406685490944608
-0.7581015564864009,-0.8179384359442721
-0.7206934233321058,-0.9005245137232933
-0.7033148417879841,-1.0103867272825446
-0.6980129016558793,-1.0664543397196802
-0.6997802150332475,-1.0664543397196802
-0.7554505864203485,-1.080850078048133
-0.8173065546282383,-1.1073685433900218
-0.8791625228361283,-1.1376753609236077
-0.9439640133396322,-1.1823779167856485
-0.9778375197391911,-1.1126722364583987
-0.9778375197391911,-1.064938998843
-0.9778375197391911,-1.0285708178026964
-1.0090600560726972,-1.0164480907892626
-1.0491191592930451,-1.0240247951726584
